booking_id,hotel_id,room_id,booking_date,check_in,check_out,status,total_amount
10721,4,401,2024-06-13,2024-08-19,2024-08-23,confirmed,765.69
10722,2,201,2024-05-24,2024-07-13,2024-07-18,confirmed,1293.19
10723,1,102,2024-05-03,2024-07-06,2024-07-11,confirmed,1508.9
10724,3,302,2024-05-03,2024-08-07,2024-08-10,confirmed,1484.53
10725,7,701,2024-06-16,2024-08-08,2024-08-10,confirmed,780.77
10726,1,101,2024-06-30,2024-07-17,2024-07-19,confirmed,272.06
10727,6,601,2024-06-26,2024-08-02,2024-08-05,confirmed,290.09
10728,3,302,2024-05-29,2024-07-17,2024-07-22,cancelled,1073.07
10729,3,301,2024-05-17,2024-07-29,2024-08-02,confirmed,1406.64
10730,9,901,2024-05-13,2024-07-22,2024-07-29,confirmed,877.83
10731,6,601,2024-05-24,2024-07-02,2024-07-06,confirmed,205.52
10732,8,801,2024-05-21,2024-08-20,2024-08-22,confirmed,483.18
10733,3,301,2024-06-10,2024-07-27,2024-07-30,confirmed,106.63
10734,9,901,2024-05-08,2024-07-17,2024-07-19,confirmed,772.17
10735,5,501,2024-05-14,2024-07-22,2024-07-23,confirmed,395.21
10736,5,501,2024-06-10,2024-07-23,2024-07-25,cancelled,550.12
10737,1,102,2024-05-14,2024-08-13,2024-08-15,confirmed,431.43
10738,10,1001,2024-05-14,2024-07-16,2024-07-23,confirmed,481.94
10739,1,101,2024-05-08,2024-07-16,2024-07-23,confirmed,356.75
10740,6,601,2024-06-24,2024-07-08,2024-07-09,confirmed,1224.46
10741,5,501,2024-05-22,2024-07-01,2024-07-08,cancelled,1728.17
10742,7,701,2024-05-07,2024-07-31,2024-08-03,confirmed,931.9
10743,4,401,2024-05-05,2024-08-06,2024-08-13,confirmed,402.71
10744,3,301,2024-05-13,2024-08-02,2024-08-05,confirmed,1372.79
10745,3,301,2024-06-22,2024-07-04,2024-07-09,cancelled,907.93
10746,1,101,2024-05-27,2024-07-03,2024-07-08,confirmed,1561.28
10747,3,301,2024-05-12,2024-07-12,2024-07-16,cancelled,1284.0
10748,3,301,2024-06-01,2024-07-21,2024-07-27,confirmed,1242.72
10749,4,401,2024-06-06,2024-08-07,2024-08-08,confirmed,1137.85
10750,1,101,2024-06-14,2024-07-12,2024-07-17,confirmed,550.69
10751,8,801,2024-05-22,2024-07-22,2024-07-25,confirmed,814.94
10752,9,901,2024-06-04,2024-08-14,2024-08-21,confirmed,1550.9
10753,9,901,2024-06-13,2024-07-29,2024-07-31,confirmed,1764.56
10754,9,901,2024-05-18,2024-07-15,2024-07-22,confirmed,551.61
10755,4,401,2024-06-15,2024-08-05,2024-08-09,cancelled,425.27
10756,3,301,2024-05-10,2024-08-17,2024-08-19,confirmed,106.66
10757,8,801,2024-06-04,2024-08-01,2024-08-03,cancelled,1542.46
10758,3,301,2024-05-28,2024-08-04,2024-08-10,confirmed,922.12
10759,3,301,2024-06-14,2024-08-05,2024-08-12,confirmed,771.27
10760,7,701,2024-05-17,2024-07-11,2024-07-12,confirmed,524.84
10761,3,302,2024-05-08,2024-08-10,2024-08-11,confirmed,662.26
10762,1,102,2024-06-07,2024-07-24,2024-07-29,confirmed,1475.13
10763,4,401,2024-06-08,2024-07-02,2024-07-06,confirmed,1573.2
10764,1,101,2024-05-23,2024-07-13,2024-07-18,confirmed,1200.01
10765,6,601,2024-06-19,2024-08-19,2024-08-22,confirmed,1241.16
10766,1,101,2024-05-30,2024-08-19,2024-08-25,confirmed,224.08
10767,4,401,2024-05-22,2024-07-19,2024-07-23,confirmed,337.69
10768,1,102,2024-06-20,2024-08-10,2024-08-17,cancelled,811.31
10769,9,901,2024-05-22,2024-08-06,2024-08-10,cancelled,212.0
10770,9,901,2024-06-20,2024-07-22,2024-07-24,confirmed,1206.65
10771,9,901,2024-05-16,2024-07-18,2024-07-23,confirmed,553.83
10772,2,201,2024-06-02,2024-08-19,2024-08-26,cancelled,1368.9
10773,9,901,2024-05-28,2024-07-29,2024-08-02,confirmed,1550.7
10774,2,201,2024-06-22,2024-08-16,2024-08-18,confirmed,1698.15
10775,5,501,2024-05-17,2024-08-17,2024-08-18,confirmed,768.95
10776,3,301,2024-06-24,2024-07-05,2024-07-09,confirmed,135.08
10777,3,301,2024-06-05,2024-08-03,2024-08-10,cancelled,267.72
10778,9,901,2024-05-22,2024-07-10,2024-07-11,confirmed,1604.16
10779,6,601,2024-06-11,2024-07-15,2024-07-17,cancelled,847.8
10780,3,301,2024-06-22,2024-07-09,2024-07-14,cancelled,138.86
10781,9,901,2024-05-19,2024-07-23,2024-07-30,cancelled,1567.85
10782,7,701,2024-06-01,2024-08-04,2024-08-07,confirmed,321.05
10783,1,102,2024-05-17,2024-08-04,2024-08-06,confirmed,870.69
10784,5,501,2024-05-14,2024-08-10,2024-08-15,confirmed,1184.03
10785,3,301,2024-05-27,2024-07-20,2024-07-23,confirmed,478.39
10786,4,401,2024-06-25,2024-07-29,2024-08-01,confirmed,534.27
10787,1,101,2024-06-11,2024-07-01,2024-07-02,confirmed,1386.68
10788,6,601,2024-06-22,2024-07-23,2024-07-26,confirmed,104.22
10789,5,501,2024-05-02,2024-08-01,2024-08-08,confirmed,105.62
10790,3,301,2024-06-03,2024-07-19,2024-07-24,confirmed,102.34
10791,3,302,2024-06-07,2024-07-13,2024-07-17,cancelled,837.45
10792,7,701,2024-06-15,2024-07-11,2024-07-17,cancelled,756.43
10793,4,401,2024-06-06,2024-07-15,2024-07-18,confirmed,1159.3
10794,1,102,2024-05-28,2024-08-18,2024-08-25,cancelled,1470.95
10795,3,302,2024-05-18,2024-07-18,2024-07-21,confirmed,999.62
10796,10,1001,2024-06-13,2024-07-27,2024-07-29,cancelled,401.92
10797,3,301,2024-06-12,2024-07-08,2024-07-14,confirmed,864.23
10798,4,401,2024-05-17,2024-08-09,2024-08-13,confirmed,123.17
10799,3,302,2024-06-27,2024-08-04,2024-08-05,confirmed,264.89
10800,3,302,2024-06-13,2024-07-09,2024-07-15,confirmed,104.03
10801,1,101,2024-06-25,2024-07-10,2024-07-11,confirmed,674.67
10802,1,101,2024-06-11,2024-08-20,2024-08-27,confirmed,725.09
10803,2,201,2024-05-17,2024-08-20,2024-08-21,confirmed,1532.46
10804,4,401,2024-06-21,2024-07-04,2024-07-07,cancelled,212.07
10805,7,701,2024-05-31,2024-07-12,2024-07-14,cancelled,517.64
10806,1,101,2024-06-06,2024-07-01,2024-07-02,cancelled,1312.11
10807,6,601,2024-06-06,2024-08-19,2024-08-23,confirmed,1790.66
10808,10,1001,2024-06-18,2024-07-30,2024-08-05,cancelled,981.15
10809,3,302,2024-06-17,2024-07-31,2024-08-04,confirmed,623.71
10810,7,701,2024-06-10,2024-07-11,2024-07-17,cancelled,1363.48
10811,7,701,2024-05-26,2024-08-03,2024-08-04,confirmed,1181.87
10812,7,701,2024-06-18,2024-07-24,2024-07-25,cancelled,462.42
10813,1,101,2024-06-23,2024-07-16,2024-07-22,confirmed,115.77
10814,9,901,2024-05-11,2024-07-18,2024-07-23,confirmed,1439.44
10815,1,102,2024-06-30,2024-07-03,2024-07-08,cancelled,902.71
10816,1,101,2024-05-23,2024-07-10,2024-07-13,cancelled,515.32
10817,7,701,2024-05-30,2024-07-06,2024-07-12,confirmed,1681.75
10818,6,601,2024-05-13,2024-08-10,2024-08-11,confirmed,1192.22
10819,3,302,2024-05-17,2024-08-04,2024-08-11,confirmed,924.21
10820,6,601,2024-06-10,2024-08-05,2024-08-12,confirmed,683.91
10821,8,801,2024-05-04,2024-07-29,2024-08-04,confirmed,1268.62
10822,4,401,2024-06-08,2024-08-16,2024-08-18,confirmed,157.53
10823,6,601,2024-05-16,2024-07-29,2024-08-03,confirmed,1281.93
10824,9,901,2024-06-18,2024-08-06,2024-08-08,confirmed,643.49
10825,2,201,2024-06-01,2024-07-18,2024-07-25,cancelled,1653.75
10826,9,901,2024-05-26,2024-07-11,2024-07-12,confirmed,858.45
10827,5,501,2024-05-09,2024-07-17,2024-07-22,confirmed,91.23
10828,3,301,2024-05-21,2024-08-02,2024-08-06,cancelled,1599.81
10829,1,102,2024-05-22,2024-07-24,2024-07-31,confirmed,638.39
10830,10,1001,2024-06-26,2024-08-12,2024-08-17,cancelled,414.68
10831,10,1001,2024-05-18,2024-08-01,2024-08-08,confirmed,1138.3
10832,3,302,2024-06-10,2024-07-27,2024-08-02,confirmed,254.6
10833,2,201,2024-05-19,2024-07-05,2024-07-06,cancelled,311.91
10834,6,601,2024-05-06,2024-07-03,2024-07-05,confirmed,417.66
10835,3,302,2024-06-28,2024-08-06,2024-08-12,cancelled,1215.05
10836,1,101,2024-05-28,2024-08-09,2024-08-15,confirmed,173.94
10837,8,801,2024-06-16,2024-08-08,2024-08-14,confirmed,1680.66
10838,1,101,2024-06-17,2024-08-11,2024-08-15,cancelled,1512.85
10839,6,601,2024-06-01,2024-08-10,2024-08-11,confirmed,1361.35
10840,10,1001,2024-05-05,2024-07-27,2024-08-03,confirmed,1301.42
10841,6,601,2024-05-09,2024-08-09,2024-08-12,confirmed,1345.65
10842,1,102,2024-05-08,2024-07-20,2024-07-21,cancelled,1732.6
10843,1,102,2024-06-24,2024-07-07,2024-07-13,confirmed,748.92
10844,5,501,2024-06-18,2024-08-03,2024-08-09,confirmed,1159.31
10845,8,801,2024-06-19,2024-08-05,2024-08-11,confirmed,1365.85
10846,3,302,2024-05-12,2024-08-10,2024-08-15,confirmed,874.41
10847,9,901,2024-05-19,2024-07-28,2024-07-29,confirmed,398.48
10848,9,901,2024-06-05,2024-08-02,2024-08-05,confirmed,1002.97
10849,7,701,2024-05-23,2024-07-29,2024-08-01,cancelled,1030.64
10850,10,1001,2024-06-10,2024-07-24,2024-07-28,cancelled,826.31
10851,5,501,2024-05-15,2024-07-21,2024-07-26,confirmed,1023.02
10852,9,901,2024-06-06,2024-08-19,2024-08-24,cancelled,524.49
10853,4,401,2024-06-02,2024-07-29,2024-08-02,confirmed,149.27
10854,4,401,2024-06-12,2024-08-08,2024-08-09,confirmed,1788.73
10855,10,1001,2024-06-11,2024-07-01,2024-07-04,cancelled,457.35
10856,1,101,2024-06-10,2024-07-02,2024-07-09,cancelled,1269.42
10857,3,301,2024-06-13,2024-08-05,2024-08-10,confirmed,1673.33
10858,6,601,2024-06-21,2024-07-07,2024-07-08,confirmed,356.94
10859,10,1001,2024-06-14,2024-07-24,2024-07-29,confirmed,528.18
10860,8,801,2024-06-11,2024-07-06,2024-07-11,confirmed,1659.58
10861,1,102,2024-05-15,2024-07-05,2024-07-11,confirmed,915.13
10862,4,401,2024-05-30,2024-08-14,2024-08-20,confirmed,1642.09
10863,4,401,2024-05-23,2024-08-11,2024-08-14,confirmed,1472.26
10864,6,601,2024-06-06,2024-07-06,2024-07-13,confirmed,1408.24
10865,5,501,2024-06-08,2024-07-28,2024-08-01,cancelled,296.12
10866,2,201,2024-05-12,2024-07-15,2024-07-21,confirmed,1119.94
10867,3,302,2024-06-30,2024-08-10,2024-08-17,confirmed,182.56
10868,3,302,2024-05-28,2024-07-03,2024-07-06,confirmed,345.78
10869,9,901,2024-05-29,2024-08-14,2024-08-16,confirmed,1241.92
10870,5,501,2024-06-05,2024-07-29,2024-08-05,confirmed,953.09
10871,5,501,2024-06-16,2024-07-28,2024-07-31,cancelled,343.1
10872,9,901,2024-06-09,2024-07-06,2024-07-10,confirmed,174.32
10873,3,302,2024-06-05,2024-07-17,2024-07-18,confirmed,832.98
10874,1,102,2024-05-17,2024-07-09,2024-07-16,confirmed,1046.4
10875,3,302,2024-05-30,2024-07-26,2024-08-01,confirmed,1049.6
10876,8,801,2024-05-14,2024-08-03,2024-08-05,confirmed,545.3
10877,5,501,2024-06-03,2024-07-21,2024-07-27,cancelled,243.21
10878,5,501,2024-05-19,2024-07-27,2024-07-31,confirmed,415.74
10879,9,901,2024-06-08,2024-08-08,2024-08-14,confirmed,611.24
10880,10,1001,2024-06-08,2024-08-09,2024-08-16,cancelled,846.18
10881,4,401,2024-06-21,2024-07-29,2024-07-30,cancelled,489.27
10882,6,601,2024-05-18,2024-07-24,2024-07-26,cancelled,1548.23
10883,6,601,2024-06-23,2024-08-17,2024-08-18,confirmed,1151.91
10884,1,101,2024-06-21,2024-07-19,2024-07-20,confirmed,1465.32
10885,1,102,2024-06-11,2024-07-29,2024-08-02,confirmed,447.41
10886,4,401,2024-05-27,2024-07-14,2024-07-16,confirmed,1373.11
10887,2,201,2024-05-26,2024-07-31,2024-08-05,cancelled,331.7
10888,3,302,2024-05-17,2024-08-12,2024-08-13,confirmed,1639.33
10889,1,101,2024-05-28,2024-07-03,2024-07-06,confirmed,575.66
10890,3,301,2024-05-11,2024-08-14,2024-08-19,confirmed,885.08
10891,8,801,2024-06-30,2024-07-05,2024-07-09,confirmed,1223.7
10892,6,601,2024-05-03,2024-08-12,2024-08-15,cancelled,122.62
10893,1,101,2024-05-06,2024-08-11,2024-08-15,confirmed,741.0
10894,3,301,2024-05-16,2024-07-07,2024-07-10,confirmed,1111.05
10895,2,201,2024-06-25,2024-07-12,2024-07-14,confirmed,873.16
10896,6,601,2024-05-02,2024-08-15,2024-08-16,confirmed,1667.08
10897,3,301,2024-06-11,2024-07-22,2024-07-26,confirmed,358.48
10898,9,901,2024-06-08,2024-08-13,2024-08-16,confirmed,606.98
10899,2,201,2024-05-29,2024-07-18,2024-07-25,confirmed,530.63
10900,5,501,2024-06-06,2024-07-02,2024-07-07,cancelled,475.75
10901,4,401,2024-06-09,2024-07-26,2024-08-01,confirmed,1338.11
10902,5,501,2024-05-28,2024-08-13,2024-08-18,cancelled,1263.95
10903,6,601,2024-06-04,2024-07-16,2024-07-21,confirmed,1749.62
10904,10,1001,2024-05-03,2024-08-08,2024-08-11,confirmed,315.33
10905,2,201,2024-05-20,2024-07-09,2024-07-14,confirmed,1458.18
10906,8,801,2024-05-06,2024-07-09,2024-07-12,confirmed,1626.68
10907,2,201,2024-05-03,2024-07-09,2024-07-13,cancelled,1758.58
10908,3,302,2024-06-21,2024-08-11,2024-08-16,cancelled,632.92
10909,6,601,2024-05-26,2024-08-04,2024-08-10,confirmed,633.09
10910,3,302,2024-05-05,2024-07-10,2024-07-16,confirmed,634.96
10911,2,201,2024-06-04,2024-07-27,2024-07-30,confirmed,1686.74
10912,1,102,2024-05-04,2024-08-10,2024-08-16,confirmed,1422.27
10913,3,301,2024-06-24,2024-07-09,2024-07-11,confirmed,1775.98
10914,1,101,2024-05-22,2024-07-18,2024-07-23,confirmed,484.86
10915,3,301,2024-06-16,2024-07-15,2024-07-21,confirmed,225.9
10916,10,1001,2024-05-12,2024-07-31,2024-08-02,confirmed,1124.06
10917,9,901,2024-05-16,2024-08-11,2024-08-14,confirmed,752.56
10918,2,201,2024-05-31,2024-07-09,2024-07-11,confirmed,145.11
10919,3,302,2024-05-13,2024-07-01,2024-07-04,cancelled,470.57
10920,3,302,2024-05-19,2024-07-13,2024-07-20,confirmed,392.8
10921,8,801,2024-06-02,2024-08-09,2024-08-13,confirmed,1572.19
10922,8,801,2024-05-05,2024-07-16,2024-07-20,confirmed,161.52
10923,1,102,2024-05-14,2024-07-25,2024-07-31,confirmed,1135.67
10924,10,1001,2024-05-14,2024-08-06,2024-08-11,confirmed,1186.78
10925,7,701,2024-05-16,2024-08-20,2024-08-21,confirmed,862.25
10926,6,601,2024-05-09,2024-07-03,2024-07-05,confirmed,766.5
10927,6,601,2024-05-14,2024-07-03,2024-07-08,confirmed,1398.42
10928,10,1001,2024-06-27,2024-07-13,2024-07-16,confirmed,1602.32
10929,10,1001,2024-05-12,2024-07-19,2024-07-23,confirmed,593.46
10930,9,901,2024-05-03,2024-07-04,2024-07-10,confirmed,333.23
10931,9,901,2024-05-08,2024-08-11,2024-08-15,confirmed,946.12
10932,1,101,2024-06-19,2024-08-19,2024-08-24,cancelled,1280.36
10933,4,401,2024-06-22,2024-07-26,2024-07-30,confirmed,132.6
10934,5,501,2024-06-01,2024-08-07,2024-08-13,cancelled,1599.16
10935,1,101,2024-06-25,2024-07-17,2024-07-20,confirmed,1641.25
10936,3,301,2024-05-11,2024-07-11,2024-07-17,cancelled,245.94
10937,1,101,2024-05-16,2024-07-29,2024-08-04,confirmed,985.73
10938,6,601,2024-06-06,2024-08-16,2024-08-23,cancelled,1136.64
10939,1,101,2024-06-20,2024-07-25,2024-07-30,confirmed,1403.73
10940,4,401,2024-05-03,2024-07-22,2024-07-27,cancelled,1565.17
10941,1,101,2024-06-20,2024-07-10,2024-07-12,cancelled,177.74
10942,6,601,2024-06-11,2024-07-20,2024-07-26,cancelled,853.1
10943,9,901,2024-05-21,2024-07-12,2024-07-13,cancelled,1732.34
10944,10,1001,2024-06-30,2024-08-09,2024-08-16,confirmed,874.28
10945,3,302,2024-05-07,2024-08-01,2024-08-06,cancelled,1129.65
10946,7,701,2024-05-30,2024-07-16,2024-07-18,confirmed,903.47
10947,3,302,2024-06-04,2024-07-29,2024-07-30,confirmed,101.24
10948,3,301,2024-05-05,2024-08-05,2024-08-08,confirmed,1043.41
10949,6,601,2024-05-09,2024-07-14,2024-07-15,confirmed,184.16
10950,9,901,2024-06-08,2024-07-03,2024-07-05,cancelled,1230.56
10951,10,1001,2024-05-08,2024-08-08,2024-08-11,confirmed,239.97
10952,4,401,2024-06-24,2024-07-27,2024-07-29,confirmed,576.29
10953,1,101,2024-05-19,2024-08-14,2024-08-20,confirmed,1436.3
10954,3,301,2024-06-19,2024-07-30,2024-08-05,confirmed,1682.83
10955,3,302,2024-06-25,2024-08-19,2024-08-22,confirmed,1624.78
10956,1,101,2024-05-09,2024-07-05,2024-07-12,confirmed,1031.31
10957,5,501,2024-06-12,2024-07-31,2024-08-02,confirmed,1559.59
10958,7,701,2024-06-09,2024-08-03,2024-08-07,confirmed,1279.87
10959,7,701,2024-05-22,2024-07-04,2024-07-05,confirmed,1764.69
10960,10,1001,2024-05-28,2024-07-06,2024-07-10,cancelled,1124.17
10961,1,102,2024-05-11,2024-08-15,2024-08-18,confirmed,1539.73
10962,2,201,2024-06-14,2024-08-03,2024-08-08,cancelled,695.09
10963,4,401,2024-06-22,2024-08-09,2024-08-14,confirmed,1336.91
10964,9,901,2024-05-30,2024-08-01,2024-08-08,confirmed,1132.08
10965,1,102,2024-05-16,2024-07-19,2024-07-21,confirmed,131.02
10966,7,701,2024-05-21,2024-08-20,2024-08-21,cancelled,444.54
10967,10,1001,2024-05-22,2024-07-27,2024-07-31,confirmed,687.9
10968,3,302,2024-05-10,2024-08-10,2024-08-12,confirmed,434.03
10969,10,1001,2024-06-12,2024-07-17,2024-07-24,confirmed,603.49
10970,7,701,2024-05-26,2024-07-21,2024-07-28,confirmed,1262.78
10971,5,501,2024-06-09,2024-07-26,2024-08-01,confirmed,1731.79
10972,9,901,2024-05-08,2024-07-12,2024-07-14,confirmed,667.87
10973,3,301,2024-05-18,2024-07-31,2024-08-04,cancelled,1194.07
10974,2,201,2024-05-31,2024-07-10,2024-07-16,confirmed,1569.53
10975,5,501,2024-05-04,2024-07-22,2024-07-26,cancelled,797.86
10976,5,501,2024-05-14,2024-07-04,2024-07-11,confirmed,1056.05
10977,6,601,2024-05-18,2024-07-21,2024-07-26,confirmed,446.13
10978,4,401,2024-05-18,2024-07-22,2024-07-29,cancelled,1450.79
10979,6,601,2024-06-26,2024-07-10,2024-07-13,cancelled,669.95
10980,1,101,2024-06-06,2024-08-10,2024-08-15,cancelled,1066.38
10981,8,801,2024-06-06,2024-07-12,2024-07-17,confirmed,1427.81
10982,10,1001,2024-06-11,2024-08-15,2024-08-22,confirmed,144.08
10983,3,301,2024-06-04,2024-07-06,2024-07-10,cancelled,725.41
10984,9,901,2024-05-08,2024-07-20,2024-07-22,confirmed,389.27
10985,1,102,2024-06-07,2024-08-20,2024-08-21,cancelled,1651.84
10986,10,1001,2024-06-02,2024-08-02,2024-08-03,cancelled,1637.47
10987,8,801,2024-06-21,2024-07-13,2024-07-16,cancelled,1342.47
10988,8,801,2024-05-28,2024-07-20,2024-07-27,confirmed,1405.81
10989,4,401,2024-06-24,2024-08-03,2024-08-09,cancelled,440.87
10990,1,102,2024-06-28,2024-07-30,2024-08-03,confirmed,983.21
10991,4,401,2024-06-30,2024-07-20,2024-07-21,confirmed,1106.23
10992,9,901,2024-06-25,2024-07-22,2024-07-26,cancelled,266.31
10993,8,801,2024-05-12,2024-08-12,2024-08-18,confirmed,1077.63
10994,2,201,2024-06-11,2024-08-10,2024-08-12,confirmed,419.25
10995,1,102,2024-06-13,2024-08-04,2024-08-07,cancelled,1237.62
10996,3,302,2024-06-13,2024-07-10,2024-07-12,confirmed,116.09
10997,5,501,2024-05-22,2024-08-05,2024-08-10,confirmed,1017.72
10998,4,401,2024-05-26,2024-07-21,2024-07-24,confirmed,1294.44
10999,1,102,2024-06-12,2024-08-06,2024-08-08,confirmed,622.46
11000,6,601,2024-05-04,2024-07-22,2024-07-27,confirmed,312.43
11001,6,601,2024-05-31,2024-08-13,2024-08-14,confirmed,182.0
11002,6,601,2024-06-03,2024-07-26,2024-07-28,confirmed,1614.08
11003,1,101,2024-05-21,2024-08-14,2024-08-20,confirmed,698.12
11004,9,901,2024-06-09,2024-07-13,2024-07-19,cancelled,1473.9
11005,6,601,2024-06-25,2024-08-18,2024-08-25,confirmed,315.37
11006,8,801,2024-05-09,2024-08-14,2024-08-18,confirmed,620.77
11007,9,901,2024-05-20,2024-08-15,2024-08-22,confirmed,486.2
11008,5,501,2024-06-16,2024-07-10,2024-07-17,cancelled,531.27
11009,1,101,2024-06-07,2024-07-26,2024-07-28,confirmed,1227.46
11010,5,501,2024-05-11,2024-07-21,2024-07-25,confirmed,201.77
11011,8,801,2024-06-23,2024-07-23,2024-07-27,confirmed,382.07
11012,5,501,2024-05-12,2024-07-23,2024-07-28,confirmed,958.59
11013,10,1001,2024-06-05,2024-08-15,2024-08-22,confirmed,1041.02
11014,3,301,2024-06-26,2024-08-20,2024-08-23,confirmed,775.4
11015,1,102,2024-06-04,2024-07-16,2024-07-21,confirmed,361.92
11016,8,801,2024-05-31,2024-07-25,2024-07-26,confirmed,1481.8
11017,8,801,2024-05-24,2024-07-28,2024-08-04,cancelled,1059.93
11018,8,801,2024-06-09,2024-08-04,2024-08-10,confirmed,1223.07
11019,1,101,2024-06-26,2024-08-17,2024-08-23,confirmed,922.14
11020,10,1001,2024-05-24,2024-08-08,2024-08-12,confirmed,256.99
11021,9,901,2024-06-02,2024-07-12,2024-07-15,cancelled,209.03
11022,3,302,2024-06-24,2024-08-13,2024-08-20,confirmed,1491.97
11023,8,801,2024-06-10,2024-08-01,2024-08-07,confirmed,244.81
11024,5,501,2024-05-09,2024-07-09,2024-07-14,cancelled,1177.79
11025,5,501,2024-06-30,2024-08-18,2024-08-20,confirmed,864.59
11026,5,501,2024-06-12,2024-07-25,2024-07-30,confirmed,424.59
11027,8,801,2024-05-18,2024-07-21,2024-07-24,confirmed,1651.58
11028,10,1001,2024-06-11,2024-07-28,2024-08-03,cancelled,678.69
11029,4,401,2024-06-25,2024-08-07,2024-08-08,confirmed,962.82
11030,1,101,2024-05-07,2024-07-09,2024-07-16,confirmed,721.37
11031,6,601,2024-05-26,2024-07-04,2024-07-05,confirmed,1493.49
11032,7,701,2024-06-08,2024-07-08,2024-07-15,confirmed,143.33
11033,1,101,2024-06-03,2024-08-14,2024-08-19,confirmed,634.0
11034,3,301,2024-06-06,2024-07-26,2024-07-30,confirmed,451.18
11035,2,201,2024-06-19,2024-07-31,2024-08-02,confirmed,747.66
11036,6,601,2024-05-02,2024-07-24,2024-07-31,confirmed,583.29
11037,7,701,2024-05-06,2024-08-12,2024-08-14,confirmed,212.69
11038,3,301,2024-06-29,2024-07-10,2024-07-16,cancelled,1215.05
11039,7,701,2024-06-22,2024-07-06,2024-07-08,confirmed,801.11
11040,5,501,2024-06-01,2024-08-20,2024-08-26,confirmed,817.95
11041,2,201,2024-06-19,2024-07-30,2024-08-04,confirmed,1492.32
11042,3,302,2024-06-06,2024-07-23,2024-07-25,confirmed,1123.82
11043,3,301,2024-05-25,2024-08-01,2024-08-08,cancelled,1307.74
11044,1,101,2024-06-13,2024-07-27,2024-08-01,confirmed,147.22
11045,7,701,2024-06-28,2024-08-06,2024-08-10,confirmed,283.51
11046,6,601,2024-05-31,2024-08-14,2024-08-15,confirmed,1340.51
11047,10,1001,2024-05-07,2024-08-18,2024-08-25,confirmed,973.98
11048,4,401,2024-05-28,2024-08-09,2024-08-10,confirmed,1168.43
11049,1,102,2024-05-19,2024-08-12,2024-08-13,confirmed,1012.03
11050,1,101,2024-05-24,2024-07-20,2024-07-25,confirmed,677.46
11051,1,102,2024-05-12,2024-07-01,2024-07-05,confirmed,1639.35
11052,10,1001,2024-05-25,2024-08-16,2024-08-19,confirmed,1732.59
11053,1,102,2024-05-10,2024-07-19,2024-07-22,confirmed,1278.54
11054,4,401,2024-05-23,2024-08-17,2024-08-20,cancelled,1053.94
11055,10,1001,2024-06-27,2024-08-10,2024-08-14,confirmed,1069.59
11056,4,401,2024-05-19,2024-07-19,2024-07-26,cancelled,136.68
11057,3,301,2024-05-30,2024-07-06,2024-07-08,confirmed,1545.97
11058,10,1001,2024-06-13,2024-07-17,2024-07-19,confirmed,560.62
11059,7,701,2024-06-14,2024-07-01,2024-07-07,confirmed,388.59
11060,1,101,2024-05-24,2024-08-17,2024-08-19,confirmed,722.3
11061,2,201,2024-06-19,2024-07-17,2024-07-24,confirmed,919.21
11062,1,102,2024-05-10,2024-08-03,2024-08-10,confirmed,1772.76
11063,10,1001,2024-06-21,2024-08-08,2024-08-15,confirmed,938.07
11064,7,701,2024-06-04,2024-08-19,2024-08-23,confirmed,842.72
11065,4,401,2024-05-21,2024-07-11,2024-07-13,confirmed,1529.53
11066,6,601,2024-06-27,2024-08-11,2024-08-14,cancelled,288.35
11067,6,601,2024-06-20,2024-07-30,2024-08-03,confirmed,904.42
11068,2,201,2024-05-13,2024-08-04,2024-08-06,confirmed,1296.59
11069,1,102,2024-05-31,2024-07-17,2024-07-19,confirmed,833.4
11070,7,701,2024-06-12,2024-07-29,2024-08-02,confirmed,1734.61
11071,1,101,2024-05-18,2024-07-03,2024-07-04,cancelled,1180.0
11072,7,701,2024-05-07,2024-07-28,2024-08-02,cancelled,1557.79
11073,3,301,2024-06-09,2024-07-18,2024-07-21,cancelled,526.64
11074,8,801,2024-05-24,2024-07-26,2024-07-30,cancelled,1370.95
11075,9,901,2024-05-15,2024-08-13,2024-08-18,cancelled,979.12
11076,4,401,2024-05-18,2024-08-14,2024-08-16,confirmed,108.09
11077,1,101,2024-06-30,2024-07-05,2024-07-06,confirmed,988.2
11078,8,801,2024-05-18,2024-07-29,2024-08-01,confirmed,574.44
11079,5,501,2024-06-18,2024-07-03,2024-07-04,confirmed,187.27
11080,9,901,2024-05-23,2024-08-12,2024-08-19,confirmed,1114.95
11081,9,901,2024-06-23,2024-08-15,2024-08-16,confirmed,1124.01
11082,9,901,2024-06-06,2024-08-12,2024-08-19,cancelled,1057.98
11083,1,102,2024-06-19,2024-07-08,2024-07-14,confirmed,593.71
11084,10,1001,2024-05-19,2024-07-05,2024-07-11,confirmed,1791.87
11085,1,101,2024-05-12,2024-07-28,2024-08-03,cancelled,1406.5
11086,9,901,2024-06-10,2024-07-17,2024-07-19,cancelled,564.16
11087,1,101,2024-06-27,2024-07-25,2024-07-29,confirmed,192.7
11088,8,801,2024-05-09,2024-07-17,2024-07-19,confirmed,930.84
11089,10,1001,2024-05-02,2024-07-13,2024-07-18,confirmed,1193.78
11090,9,901,2024-06-24,2024-07-10,2024-07-15,cancelled,463.44
11091,3,301,2024-05-20,2024-07-07,2024-07-11,confirmed,266.62
11092,3,302,2024-06-26,2024-07-05,2024-07-10,cancelled,1419.08
